session_id,customer_id,device_type,session_start,start_time,session_end,end_time,session_duration_sec,pages_visited,viewed_category,viewed_product
SES000224,CUST0115,Tablet,2023-09-23,8.53.00 AM,2023-09-23,9.03.45 AM,645,5,Electronics,Headphones
SES000225,CUST0381,Mobile,2023-04-17,3.35.00 AM,2023-04-17,3.39.44 AM,284,4,Fashion,Jeans
SES000226,CUST0419,Tablet,2023-10-18,9.15.00 PM,2023-10-18,9.24.50 PM,590,9,Groceries,Oil
SES000227,CUST0317,Desktop,2023-03-04,6.03.00 AM,2023-03-04,6.09.09 AM,369,2,Electronics,Smartphone
SES000228,CUST0046,Mobile,2023-12-12,5.55.00 PM,2023-12-12,5.58.23 PM,203,2,Sports,Football
SES000229,CUST0270,Mobile,2023-12-27,11.01.00 PM,2023-12-27,11.02.41 PM,101,8,Beauty,Perfume
SES000230,CUST0040,Tablet,2023-01-11,1.04.00 AM,2023-01-11,1.09.38 AM,338,9,Groceries,Rice
SES000231,CUST0133,Tablet,2023-07-28,1.52.00 PM,2023-07-28,1.56.21 PM,261,10,Fashion,Jacket
SES000232,CUST0285,Mobile,2023-08-25,6.46.00 AM,2023-08-25,6.50.15 AM,255,1,Electronics,Laptop
SES000233,CUST0056,Tablet,2023-05-26,3.11.00 AM,2023-05-26,3.16.25 AM,325,6,Sports,Cricket Bat
SES000234,CUST0329,Mobile,2023-03-12,10.13.00 PM,2023-03-12,10.14.44 PM,104,13,Beauty,Perfume
SES000235,CUST0390,Tablet,2023-04-03,7.26.00 AM,2023-04-03,7.33.49 AM,469,15,Electronics,Keyboard
SES000236,CUST0175,Tablet,2023-02-05,11.03.00 PM,2023-02-05,11.04.10 PM,70,4,Electronics,Laptop
SES000237,CUST0223,Mobile,2023-01-03,5.11.00 PM,2023-01-03,5.14.08 PM,188,1,Beauty,Perfume
SES000238,CUST0076,Desktop,2023-07-12,5.51.00 AM,2023-07-12,5.51.57 AM,57,7,Groceries,Juice
SES000239,CUST0014,Tablet,2023-01-14,11.02.00 AM,2023-01-14,11.12.20 AM,620,15,Electronics,Laptop
SES000240,CUST0460,Desktop,2023-11-06,3.33.00 AM,2023-11-06,3.45.27 AM,747,5,Groceries,Rice
SES000241,CUST0197,Tablet,2023-01-11,10.48.00 PM,2023-01-11,10.51.36 PM,216,3,Beauty,Shampoo
SES000242,CUST0375,Desktop,2023-03-07,12.34.00 AM,2023-03-07,12.35.52 AM,112,9,Electronics,Headphones
SES000243,CUST0203,Desktop,2023-04-02,7.40.00 AM,2023-04-02,7.48.15 AM,495,11,Electronics,Mouse
SES000244,CUST0048,Mobile,2023-04-09,3.20.00 PM,2023-04-09,3.25.28 PM,328,14,Fashion,T-shirt
SES000245,CUST0265,Desktop,2023-11-11,5.01.00 AM,2023-11-11,5.04.34 AM,214,4,Electronics,Laptop
SES000246,CUST0394,Mobile,2023-03-20,6.47.00 AM,2023-03-20,6.56.18 AM,558,3,Electronics,Keyboard
SES000247,CUST0362,Mobile,2023-09-12,1.22.00 AM,2023-09-12,1.32.34 AM,634,3,Beauty,Shampoo
SES000248,CUST0110,Desktop,2023-06-10,1.21.00 PM,2023-06-10,1.25.42 PM,282,13,Fashion,Jeans
SES000249,CUST0065,Mobile,2023-07-14,7.14.00 AM,2023-07-14,7.24.42 AM,642,7,Fashion,Shoes
SES000250,CUST0328,Tablet,2023-05-19,2.53.00 PM,2023-05-19,2.56.47 PM,227,1,Sports,Tennis Racket
SES000251,CUST0243,Mobile,2023-09-29,6.53.00 AM,2023-09-29,7.06.12 AM,792,6,Electronics,Headphones
SES000252,CUST0035,Tablet,2023-08-06,12.18.00 PM,2023-08-06,12.27.52 PM,592,8,Electronics,Headphones
SES000253,CUST0222,Mobile,2023-12-18,8.38.00 AM,2023-12-18,8.45.27 AM,447,15,Fashion,Shoes
SES000254,CUST0364,Mobile,2023-05-14,3.14.00 AM,2023-05-14,3.16.19 AM,139,15,Fashion,Jacket
SES000255,CUST0346,Tablet,2023-07-06,4.04.00 PM,2023-07-06,4.06.03 PM,123,13,Electronics,Keyboard
SES000256,CUST0402,Mobile,2023-08-21,1.23.00 AM,2023-08-21,1.27.22 AM,262,3,Groceries,Oil
SES000257,CUST0165,Desktop,2023-11-27,9.54.00 AM,2023-11-27,9.58.05 AM,245,2,Electronics,Laptop
SES000258,CUST0202,Tablet,2023-09-08,6.54.00 PM,2023-09-08,6.58.40 PM,280,11,Beauty,Face Wash
SES000259,CUST0365,Desktop,2023-04-16,10.33.00 PM,2023-04-16,10.41.25 PM,505,1,Groceries,Oil
SES000260,CUST0147,Tablet,2023-12-30,5.37.00 AM,2023-12-30,5.41.11 AM,251,11,Electronics,Laptop
SES000261,CUST0115,Desktop,2023-03-08,7.10.00 AM,2023-03-08,7.20.47 AM,647,7,Fashion,T-shirt
SES000262,CUST0458,Tablet,2023-03-24,8.12.00 PM,2023-03-24,8.17.18 PM,318,4,Electronics,Headphones
SES000263,CUST0107,Desktop,2023-07-06,4.43.00 AM,2023-07-06,4.45.16 AM,136,9,Electronics,Headphones
SES000264,CUST0438,Tablet,2023-05-05,7.30.00 PM,2023-05-05,7.36.29 PM,389,14,Fashion,Jeans
SES000265,CUST0010,Tablet,2023-11-02,12.14.00 AM,2023-11-02,12.26.47 AM,767,15,Fashion,Jeans
SES000266,CUST0183,Tablet,2023-07-20,9.35.00 PM,2023-07-20,9.47.37 PM,757,3,Fashion,Jacket
SES000267,CUST0356,Mobile,2023-04-26,12.59.00 AM,2023-04-26,1.13.58 AM,898,3,Beauty,Shampoo
SES000268,CUST0027,Tablet,2023-12-19,11.32.00 AM,2023-12-19,11.43.45 AM,705,15,Beauty,Perfume
SES000269,CUST0233,Mobile,2023-08-27,3.58.00 AM,2023-08-27,4.07.01 AM,541,4,Sports,Cricket Bat
SES000270,CUST0404,Tablet,2023-06-20,9.09.00 AM,2023-06-20,9.22.02 AM,782,11,Electronics,Laptop
SES000271,CUST0211,Tablet,2023-06-08,6.19.00 PM,2023-06-08,6.26.20 PM,440,12,Fashion,T-shirt
SES000272,CUST0368,Desktop,2023-11-14,8.04.00 PM,2023-11-14,8.06.32 PM,152,10,Sports,Cricket Bat
SES000273,CUST0370,Mobile,2023-08-05,9.21.00 AM,2023-08-05,9.23.33 AM,153,6,Beauty,Shampoo
SES000274,CUST0348,Tablet,2023-08-10,2.34.00 PM,2023-08-10,2.37.28 PM,208,3,Beauty,Face Wash
SES000275,CUST0480,Desktop,2023-06-06,9.10.00 AM,2023-06-06,9.11.23 AM,83,2,Electronics,Mouse
SES000276,CUST0443,Tablet,2023-05-19,2.17.00 AM,2023-05-19,2.23.14 AM,374,10,Fashion,Jacket
SES000277,CUST0057,Mobile,2023-03-09,3.11.00 AM,2023-03-09,3.21.15 AM,615,11,Sports,Cricket Bat
SES000278,CUST0386,Tablet,2023-11-23,6.32.00 PM,2023-11-23,6.34.29 PM,149,11,Electronics,Laptop
SES000279,CUST0253,Desktop,2023-04-20,11.34.00 AM,2023-04-20,11.45.23 AM,683,5,Electronics,Headphones
SES000280,CUST0322,Mobile,2023-06-02,6.15.00 AM,2023-06-02,6.15.52 AM,52,13,Groceries,Rice
SES000281,CUST0068,Desktop,2023-02-06,3.17.00 PM,2023-02-06,3.21.53 PM,293,10,Sports,Tennis Racket
SES000282,CUST0483,Desktop,2023-10-10,4.58.00 PM,2023-10-10,5.03.22 PM,322,3,Sports,Cricket Bat
SES000283,CUST0436,Tablet,2023-10-30,3.40.00 AM,2023-10-30,3.42.41 AM,161,15,Sports,Tennis Racket
SES000284,CUST0023,Desktop,2023-11-24,1.06.00 PM,2023-11-24,1.18.00 PM,720,4,Groceries,Rice
SES000285,CUST0222,Tablet,2023-03-19,11.41.00 PM,2023-03-19,11.47.22 PM,382,2,Groceries,Oil
SES000286,CUST0349,Tablet,2023-04-05,8.46.00 AM,2023-04-05,8.48.57 AM,177,6,Fashion,T-shirt
SES000287,CUST0220,Tablet,2023-09-11,2.37.00 PM,2023-09-11,2.48.52 PM,712,8,Beauty,Perfume
SES000288,CUST0193,Desktop,2023-01-02,10.13.00 AM,2023-01-02,10.20.32 AM,452,3,Electronics,Smartphone
SES000289,CUST0460,Tablet,2023-05-27,7.32.00 AM,2023-05-27,7.46.42 AM,882,15,Sports,Tennis Racket
SES000290,CUST0036,Mobile,2023-06-20,5.55.00 AM,2023-06-20,5.57.25 AM,145,2,Fashion,Shoes
SES000291,CUST0285,Tablet,2023-12-02,7.57.00 AM,2023-12-02,8.03.51 AM,411,3,Sports,Cricket Bat
SES000292,CUST0398,Mobile,2023-03-03,1.23.00 PM,2023-03-03,1.27.58 PM,298,9,Groceries,Juice
SES000293,CUST0089,Mobile,2023-11-23,3.48.00 AM,2023-11-23,3.57.03 AM,543,1,Beauty,Face Wash
SES000294,CUST0249,Mobile,2023-07-14,4.02.00 AM,2023-07-14,4.05.16 AM,196,14,Electronics,Mouse
SES000295,CUST0408,Tablet,2023-06-30,6.46.00 AM,2023-06-30,6.59.50 AM,830,6,Electronics,Laptop
SES000296,CUST0083,Tablet,2023-03-16,5.20.00 PM,2023-03-16,5.27.41 PM,461,12,Beauty,Face Wash
SES000297,CUST0467,Desktop,2023-03-06,1.37.00 PM,2023-03-06,1.47.46 PM,646,7,Sports,Cricket Bat
SES000298,CUST0456,Desktop,2023-05-10,8.36.00 AM,2023-05-10,8.45.20 AM,560,12,Beauty,Perfume
SES000299,CUST0087,Tablet,2024-01-01,1.30.00 PM,2024-01-01,1.40.56 PM,656,2,Sports,Cricket Bat
SES000300,CUST0181,Tablet,2023-01-16,8.48.00 PM,2023-01-16,9.01.37 PM,817,4,Fashion,Shoes
SES000301,CUST0321,Mobile,2023-09-01,8.47.00 PM,2023-09-01,8.49.21 PM,141,3,Sports,Football
SES000302,CUST0437,Mobile,2023-12-22,7.05.00 PM,2023-12-22,7.10.41 PM,341,5,Fashion,T-shirt
SES000303,CUST0311,Tablet,2023-09-12,10.57.00 PM,2023-09-12,11.09.29 PM,749,1,Sports,Tennis Racket
SES000304,CUST0119,Desktop,2023-10-19,10.41.00 PM,2023-10-19,10.50.02 PM,542,11,Fashion,Jacket
SES000305,CUST0425,Desktop,2023-10-14,4.35.00 AM,2023-10-14,4.40.16 AM,316,6,Electronics,Laptop
SES000306,CUST0426,Desktop,2023-07-31,2.58.00 PM,2023-07-31,3.01.40 PM,220,2,Groceries,Snacks
SES000307,CUST0085,Mobile,2023-02-17,5.24.00 AM,2023-02-17,5.26.36 AM,156,8,Groceries,Rice
SES000308,CUST0193,Mobile,2023-01-28,7.14.00 PM,2023-01-28,7.28.55 PM,895,5,Sports,Cricket Bat
SES000309,CUST0209,Mobile,2023-06-08,6.00.00 AM,2023-06-08,6.02.51 AM,171,1,Sports,Football
SES000310,CUST0028,Desktop,2023-02-10,2.42.00 AM,2023-02-10,2.46.48 AM,288,9,Beauty,Shampoo
SES000311,CUST0489,Mobile,2023-07-29,12.49.00 PM,2023-07-29,12.54.28 PM,328,10,Fashion,Shoes
SES000312,CUST0160,Tablet,2023-05-21,3.19.00 AM,2023-05-21,3.24.19 AM,319,4,Fashion,Jacket
SES000313,CUST0067,Desktop,2023-11-07,6.57.00 AM,2023-11-07,7.07.21 AM,621,9,Groceries,Oil
SES000314,CUST0157,Mobile,2023-05-14,6.56.00 PM,2023-05-14,7.03.22 PM,442,4,Sports,Football
SES000315,CUST0406,Desktop,2023-04-04,6.28.00 AM,2023-04-04,6.39.30 AM,690,12,Electronics,Smartphone
SES000316,CUST0330,Desktop,2023-03-25,9.51.00 PM,2023-03-25,9.55.13 PM,253,10,Electronics,Laptop
SES000317,CUST0283,Tablet,2023-07-28,2.06.00 AM,2023-07-28,2.08.00 AM,120,13,Groceries,Oil
SES000318,CUST0483,Tablet,2023-08-02,7.01.00 PM,2023-08-02,7.13.18 PM,738,10,Sports,Football
SES000319,CUST0300,Tablet,2023-12-08,1.27.00 PM,2023-12-08,1.29.28 PM,148,8,Fashion,Shoes
SES000320,CUST0468,Desktop,2023-09-14,8.57.00 PM,2023-09-14,9.00.32 PM,212,8,Beauty,Face Wash
SES000321,CUST0279,Mobile,2023-01-24,11.33.00 PM,2023-01-24,11.47.51 PM,891,1,Groceries,Rice
SES000322,CUST0029,Desktop,2023-04-13,12.14.00 AM,2023-04-13,12.26.21 AM,741,2,Beauty,Shampoo
SES000323,CUST0444,Tablet,2023-01-05,8.33.00 AM,2023-01-05,8.36.50 AM,230,12,Electronics,Headphones
SES000324,CUST0329,Mobile,2023-05-19,5.05.00 AM,2023-05-19,5.15.02 AM,602,10,Fashion,Shoes
SES000325,CUST0193,Mobile,2023-06-20,2.00.00 AM,2023-06-20,2.05.49 AM,349,15,Electronics,Mouse
SES000326,CUST0272,Desktop,2023-10-19,10.31.00 PM,2023-10-19,10.45.45 PM,885,9,Electronics,Smartphone
SES000327,CUST0118,Tablet,2023-06-24,12.44.00 AM,2023-06-24,12.49.20 AM,320,7,Electronics,Keyboard
SES000328,CUST0015,Mobile,2023-02-15,11.07.00 PM,2023-02-15,11.19.26 PM,746,13,Sports,Tennis Racket
SES000329,CUST0132,Desktop,2023-09-15,11.03.00 AM,2023-09-15,11.09.17 AM,377,2,Electronics,Keyboard
SES000330,CUST0031,Desktop,2023-10-14,2.09.00 AM,2023-10-14,2.20.08 AM,668,12,Fashion,T-shirt
SES000331,CUST0098,Mobile,2023-09-15,4.27.00 PM,2023-09-15,4.37.59 PM,659,12,Electronics,Laptop
SES000332,CUST0268,Mobile,2023-02-09,12.10.00 PM,2023-02-09,12.24.04 PM,844,3,Electronics,Mouse
SES000333,CUST0200,Mobile,2023-05-24,1.51.00 PM,2023-05-24,1.55.11 PM,251,10,Sports,Football
SES000334,CUST0230,Mobile,2023-12-28,10.37.00 AM,2023-12-28,10.46.06 AM,546,10,Electronics,Mouse
SES000335,CUST0021,Desktop,2023-06-02,5.54.00 PM,2023-06-02,6.01.37 PM,457,6,Electronics,Headphones
SES000336,CUST0172,Desktop,2023-08-25,12.22.00 PM,2023-08-25,12.25.40 PM,220,14,Sports,Cricket Bat
SES000337,CUST0156,Tablet,2023-09-15,7.55.00 PM,2023-09-15,8.01.15 PM,375,13,Electronics,Mouse
SES000338,CUST0347,Desktop,2023-06-27,9.27.00 PM,2023-06-27,9.30.20 PM,200,15,Electronics,Smartphone
SES000339,CUST0302,Desktop,2023-06-18,11.57.00 PM,2023-06-19,12.05.34 AM,514,2,Groceries,Rice
SES000340,CUST0163,Desktop,2023-10-29,2.42.00 PM,2023-10-29,2.48.20 PM,380,15,Electronics,Headphones
SES000341,CUST0454,Desktop,2023-05-01,7.36.00 PM,2023-05-01,7.50.11 PM,851,13,Fashion,Shoes
SES000342,CUST0301,Tablet,2023-03-09,12.42.00 PM,2023-03-09,12.53.55 PM,715,5,Electronics,Mouse
SES000343,CUST0269,Mobile,2023-09-09,4.28.00 PM,2023-09-09,4.32.14 PM,254,6,Fashion,Jacket
SES000344,CUST0340,Mobile,2023-12-14,6.25.00 PM,2023-12-14,6.31.23 PM,383,14,Groceries,Juice
SES000345,CUST0361,Mobile,2023-04-23,12.42.00 AM,2023-04-23,12.42.54 AM,54,6,Electronics,Smartphone
SES000346,CUST0170,Desktop,2023-03-11,4.40.00 PM,2023-03-11,4.40.38 PM,38,1,Beauty,Perfume
SES000347,CUST0453,Mobile,2023-03-17,5.20.00 AM,2023-03-17,5.20.46 AM,46,6,Groceries,Rice
SES000348,CUST0486,Tablet,2023-04-02,4.22.00 AM,2023-04-02,4.28.38 AM,398,7,Beauty,Perfume
SES000349,CUST0384,Desktop,2023-10-01,9.23.00 AM,2023-10-01,9.32.38 AM,578,5,Beauty,Face Wash
SES000350,CUST0099,Mobile,2023-09-28,7.58.00 AM,2023-09-28,8.02.56 AM,296,15,Sports,Cricket Bat
SES000351,CUST0293,Tablet,2023-01-24,5.06.00 PM,2023-01-24,5.18.35 PM,755,13,Sports,Tennis Racket
SES000352,CUST0479,Tablet,2023-06-20,4.57.00 AM,2023-06-20,5.03.33 AM,393,8,Electronics,Keyboard
SES000353,CUST0137,Desktop,2023-01-02,7.20.00 PM,2023-01-02,7.27.27 PM,447,8,Beauty,Perfume
SES000354,CUST0429,Mobile,2023-10-24,12.48.00 PM,2023-10-24,12.58.18 PM,618,9,Beauty,Face Wash
SES000355,CUST0124,Mobile,2023-08-16,5.23.00 AM,2023-08-16,5.24.51 AM,111,14,Groceries,Rice
SES000356,CUST0007,Mobile,2023-06-26,5.47.00 AM,2023-06-26,5.58.37 AM,697,12,Fashion,Shoes
SES000357,CUST0006,Desktop,2023-03-05,4.48.00 PM,2023-03-05,4.51.17 PM,197,6,Sports,Tennis Racket
SES000358,CUST0254,Tablet,2023-06-30,10.07.00 AM,2023-06-30,10.20.17 AM,797,1,Electronics,Mouse
SES000359,CUST0341,Tablet,2023-07-04,12.44.00 PM,2023-07-04,12.57.46 PM,826,6,Sports,Cricket Bat
SES000360,CUST0338,Mobile,2023-06-02,3.51.00 PM,2023-06-02,4.05.37 PM,877,4,Sports,Cricket Bat
SES000361,CUST0164,Tablet,2023-04-12,11.36.00 PM,2023-04-12,11.40.18 PM,258,9,Sports,Tennis Racket
SES000362,CUST0287,Tablet,2023-05-09,8.20.00 AM,2023-05-09,8.32.09 AM,729,1,Fashion,Jeans
SES000363,CUST0329,Mobile,2023-09-04,6.47.00 PM,2023-09-04,6.52.32 PM,332,4,Groceries,Snacks
SES000364,CUST0319,Mobile,2023-04-16,6.50.00 PM,2023-04-16,6.56.16 PM,376,9,Sports,Football
SES000365,CUST0199,Mobile,2023-01-16,11.22.00 PM,2023-01-16,11.35.50 PM,830,6,Groceries,Rice
SES000366,CUST0214,Tablet,2023-12-27,6.04.00 PM,2023-12-27,6.17.10 PM,790,11,Groceries,Snacks
SES000367,CUST0356,Tablet,2023-11-12,2.12.00 PM,2023-11-12,2.17.40 PM,340,9,Fashion,T-shirt
SES000368,CUST0422,Tablet,2023-07-31,1.44.00 PM,2023-07-31,1.56.14 PM,734,13,Groceries,Snacks
SES000369,CUST0029,Tablet,2023-06-13,6.14.00 PM,2023-06-13,6.24.26 PM,626,14,Electronics,Keyboard
SES000370,CUST0090,Mobile,2023-08-24,8.27.00 AM,2023-08-24,8.39.09 AM,729,6,Fashion,Jeans
SES000371,CUST0142,Desktop,2023-06-29,3.00.00 AM,2023-06-29,3.04.06 AM,246,7,Sports,Cricket Bat
SES000372,CUST0066,Mobile,2023-07-04,3.57.00 PM,2023-07-04,4.08.27 PM,687,4,Groceries,Rice
SES000373,CUST0221,Desktop,2023-06-13,5.40.00 PM,2023-06-13,5.53.41 PM,821,3,Electronics,Headphones
SES000374,CUST0177,Tablet,2023-10-23,1.15.00 PM,2023-10-23,1.15.39 PM,39,15,Sports,Tennis Racket
SES000375,CUST0350,Tablet,2023-10-04,11.57.00 AM,2023-10-04,12.04.39 PM,459,9,Sports,Cricket Bat
SES000376,CUST0490,Tablet,2023-10-12,9.54.00 PM,2023-10-12,10.01.02 PM,422,5,Fashion,Shoes
SES000377,CUST0052,Desktop,2023-09-03,4.39.00 PM,2023-09-03,4.49.37 PM,637,7,Electronics,Keyboard
SES000378,CUST0197,Desktop,2023-08-06,9.44.00 PM,2023-08-06,9.55.11 PM,671,9,Sports,Tennis Racket
SES000379,CUST0058,Tablet,2023-11-12,7.09.00 AM,2023-11-12,7.13.00 AM,240,6,Groceries,Rice
SES000380,CUST0307,Mobile,2023-09-08,11.13.00 AM,2023-09-08,11.26.04 AM,784,13,Fashion,Jacket
SES000381,CUST0296,Tablet,2023-07-04,10.10.00 PM,2023-07-04,10.14.53 PM,293,2,Fashion,T-shirt
SES000382,CUST0385,Mobile,2023-12-30,1.17.00 AM,2023-12-30,1.18.37 AM,97,11,Fashion,Jacket
SES000383,CUST0096,Desktop,2023-05-25,12.13.00 AM,2023-05-25,12.14.19 AM,79,14,Groceries,Rice
SES000384,CUST0416,Tablet,2023-10-09,8.34.00 PM,2023-10-09,8.42.22 PM,502,10,Fashion,Jacket
SES000385,CUST0148,Desktop,2023-05-05,9.11.00 PM,2023-05-05,9.23.23 PM,743,8,Electronics,Smartphone
SES000386,CUST0269,Mobile,2023-10-02,8.21.00 PM,2023-10-02,8.26.17 PM,317,12,Beauty,Face Wash
SES000387,CUST0001,Mobile,2023-06-26,2.17.00 PM,2023-06-26,2.22.42 PM,342,5,Electronics,Mouse
SES000388,CUST0352,Tablet,2023-09-08,8.12.00 PM,2023-09-08,8.18.05 PM,365,9,Electronics,Smartphone
SES000389,CUST0454,Desktop,2023-11-30,5.59.00 AM,2023-11-30,6.06.25 AM,445,3,Groceries,Oil
SES000390,CUST0035,Tablet,2023-02-13,2.31.00 PM,2023-02-13,2.33.35 PM,155,6,Electronics,Mouse
SES000391,CUST0385,Desktop,2023-08-24,7.55.00 PM,2023-08-24,7.57.50 PM,170,2,Fashion,Jacket
SES000392,CUST0282,Desktop,2023-10-17,4.15.00 PM,2023-10-17,4.21.11 PM,371,5,Fashion,T-shirt
SES000393,CUST0206,Tablet,2023-04-20,10.59.00 PM,2023-04-20,11.06.48 PM,468,1,Electronics,Laptop
SES000394,CUST0361,Desktop,2023-09-24,2.20.00 AM,2023-09-24,2.29.22 AM,562,15,Electronics,Mouse
SES000395,CUST0186,Desktop,2023-02-06,5.52.00 AM,2023-02-06,5.59.26 AM,446,11,Electronics,Mouse
SES000396,CUST0394,Desktop,2023-09-05,12.16.00 PM,2023-09-05,12.28.00 PM,720,5,Groceries,Oil
SES000397,CUST0062,Desktop,2023-06-02,4.45.00 PM,2023-06-02,4.52.01 PM,421,11,Sports,Cricket Bat
SES000398,CUST0174,Tablet,2023-07-28,8.32.00 AM,2023-07-28,8.40.10 AM,490,6,Groceries,Snacks
SES000399,CUST0098,Desktop,2023-12-24,10.49.00 PM,2023-12-24,11.03.06 PM,846,4,Electronics,Mouse
SES000400,CUST0476,Desktop,2023-08-04,1.12.00 AM,2023-08-04,1.20.07 AM,487,15,Groceries,Oil
SES000401,CUST0294,Tablet,2024-01-01,6.30.00 AM,2024-01-01,6.35.42 AM,342,8,Electronics,Headphones
SES000402,CUST0250,Mobile,2023-04-09,3.54.00 PM,2023-04-09,4.01.20 PM,440,1,Beauty,Face Wash
SES000403,CUST0189,Tablet,2023-04-04,12.47.00 PM,2023-04-04,12.51.38 PM,278,8,Groceries,Oil
SES000404,CUST0066,Tablet,2023-09-30,1.51.00 AM,2023-09-30,1.54.28 AM,208,14,Beauty,Face Wash
SES000405,CUST0462,Tablet,2023-07-31,9.10.00 AM,2023-07-31,9.10.24 AM,24,11,Groceries,Rice
SES000406,CUST0016,Mobile,2023-07-26,9.18.00 AM,2023-07-26,9.21.35 AM,215,7,Beauty,Shampoo
SES000407,CUST0050,Mobile,2023-02-01,6.35.00 AM,2023-02-01,6.43.57 AM,537,5,Groceries,Juice
SES000408,CUST0298,Mobile,2023-02-15,2.11.00 AM,2023-02-15,2.22.53 AM,713,8,Sports,Cricket Bat
SES000409,CUST0235,Tablet,2023-07-13,2.54.00 PM,2023-07-13,2.57.23 PM,203,3,Electronics,Headphones
SES000410,CUST0318,Tablet,2023-02-05,12.32.00 AM,2023-02-05,12.33.54 AM,114,9,Fashion,Jeans
SES000411,CUST0474,Mobile,2023-02-17,8.57.00 AM,2023-02-17,8.57.32 AM,32,15,Electronics,Smartphone
SES000412,CUST0045,Desktop,2023-05-25,7.52.00 PM,2023-05-25,7.58.41 PM,401,2,Fashion,Jacket
SES000413,CUST0261,Desktop,2023-08-07,3.01.00 AM,2023-08-07,3.14.09 AM,789,1,Groceries,Rice
SES000414,CUST0373,Desktop,2023-07-08,3.37.00 PM,2023-07-08,3.46.34 PM,574,1,Sports,Cricket Bat
SES000415,CUST0471,Tablet,2023-05-31,11.12.00 PM,2023-05-31,11.23.27 PM,687,13,Electronics,Smartphone
SES000416,CUST0011,Mobile,2023-12-13,9.05.00 PM,2023-12-13,9.18.12 PM,792,4,Electronics,Headphones
SES000417,CUST0326,Tablet,2023-09-29,4.49.00 AM,2023-09-29,4.57.42 AM,522,9,Electronics,Headphones
SES000418,CUST0154,Tablet,2023-09-22,6.08.00 AM,2023-09-22,6.21.49 AM,829,14,Groceries,Oil
SES000419,CUST0089,Desktop,2023-09-01,11.54.00 PM,2023-09-02,12.01.13 AM,433,5,Electronics,Mouse
SES000420,CUST0069,Desktop,2023-06-23,8.40.00 PM,2023-06-23,8.50.19 PM,619,12,Sports,Tennis Racket
SES000421,CUST0007,Desktop,2023-08-07,10.30.00 PM,2023-08-07,10.30.48 PM,48,1,Fashion,Jacket
SES000422,CUST0039,Mobile,2023-01-14,8.22.00 PM,2023-01-14,8.29.34 PM,454,4,Fashion,Jeans
SES000423,CUST0054,Desktop,2023-07-10,3.49.00 PM,2023-07-10,4.00.53 PM,713,7,Fashion,Shoes
SES000424,CUST0437,Desktop,2023-08-13,3.05.00 PM,2023-08-13,3.18.12 PM,792,14,Fashion,Shoes
SES000425,CUST0299,Desktop,2023-07-20,4.36.00 PM,2023-07-20,4.38.47 PM,167,14,Electronics,Headphones
SES000426,CUST0220,Mobile,2023-03-17,6.32.00 PM,2023-03-17,6.41.23 PM,563,12,Sports,Cricket Bat
SES000427,CUST0367,Mobile,2023-12-05,1.15.00 PM,2023-12-05,1.16.10 PM,70,9,Sports,Football
SES000428,CUST0347,Desktop,2023-07-29,11.09.00 PM,2023-07-29,11.21.26 PM,746,4,Sports,Cricket Bat
SES000429,CUST0464,Tablet,2023-07-12,2.07.00 AM,2023-07-12,2.09.45 AM,165,8,Beauty,Perfume
SES000430,CUST0277,Tablet,2023-08-01,4.38.00 PM,2023-08-01,4.41.01 PM,181,14,Groceries,Rice
SES000431,CUST0372,Mobile,2023-09-17,6.08.00 PM,2023-09-17,6.11.27 PM,207,6,Beauty,Face Wash
SES000432,CUST0045,Tablet,2023-06-15,10.04.00 PM,2023-06-15,10.11.41 PM,461,12,Sports,Cricket Bat
SES000433,CUST0311,Tablet,2023-11-04,7.47.00 PM,2023-11-04,7.58.21 PM,681,14,Electronics,Keyboard
SES000434,CUST0315,Mobile,2023-10-06,11.09.00 PM,2023-10-06,11.19.03 PM,603,15,Electronics,Smartphone
SES000435,CUST0463,Mobile,2023-04-27,6.02.00 PM,2023-04-27,6.15.18 PM,798,13,Groceries,Juice
SES000436,CUST0297,Desktop,2023-08-26,5.30.00 AM,2023-08-26,5.38.45 AM,525,10,Electronics,Smartphone
SES000437,CUST0210,Desktop,2023-05-12,7.17.00 PM,2023-05-12,7.19.40 PM,160,9,Fashion,T-shirt
SES000438,CUST0077,Desktop,2023-07-27,9.16.00 PM,2023-07-27,9.29.55 PM,835,13,Groceries,Snacks
SES000439,CUST0305,Desktop,2023-09-27,4.56.00 PM,2023-09-27,5.08.04 PM,724,13,Fashion,Jeans
SES000440,CUST0392,Desktop,2023-07-19,1.57.00 AM,2023-07-19,2.04.18 AM,438,9,Sports,Cricket Bat
SES000441,CUST0041,Desktop,2023-10-05,5.21.00 PM,2023-10-05,5.32.04 PM,664,4,Fashion,Shoes
SES000442,CUST0375,Mobile,2023-09-12,6.25.00 AM,2023-09-12,6.35.04 AM,604,15,Electronics,Headphones
SES000443,CUST0265,Mobile,2023-12-09,6.29.00 PM,2023-12-09,6.30.32 PM,92,14,Electronics,Keyboard
SES000444,CUST0438,Mobile,2023-09-02,5.53.00 PM,2023-09-02,5.54.03 PM,63,8,Electronics,Smartphone
SES000445,CUST0196,Mobile,2023-01-11,5.51.00 PM,2023-01-11,6.00.08 PM,548,12,Electronics,Headphones
SES000446,CUST0046,Mobile,2023-11-19,5.30.00 PM,2023-11-19,5.38.31 PM,511,15,Sports,Tennis Racket
